,Vmag,Plx,e_Plx,B-V,SpType
95891, 8.55,   3.01,  1.03, 1.053,K2
95892, 6.06,   5.23,  0.49, 1.416,K2
95893, 7.40,   3.72,  0.75,-0.051,B8/B9Vn
95894, 7.17,   5.44,  0.55,-0.030,A0
95895, 7.53,   4.09,  0.58, 0.920,K0
95896, 9.86,   2.77,  1.74, 0.250,B1Ia
95897, 8.26,  12.60,  1.75, 0.585,G0IV
95898, 9.61,  12.14,  1.80, 0.667,G5V
95899, 9.96,  17.06,  2.00, 0.862,K1IV:
95900, 8.03,   4.07,  0.62,-0.028,A0
95901, 6.52,   3.25,  0.89, 1.452,K0
95902, 7.64,   4.03,  0.58, 0.951,K0
95903, 7.22,   2.53,  0.54,-0.108,B8
95904, 8.59,   5.73,  1.38, 0.402,F2IV/V
95905, 7.45,   7.11,  1.12, 1.512,K5III
95906, 8.35,   6.36,  0.98, 0.354,A9IV
95907, 8.40,   1.97,  0.73, 1.026,K0
95908, 9.28,   5.19,  1.40, 1.203,K2III
95909, 6.60,  59.84,  0.64, 0.859,K1V
95910,10.22,   9.55,  1.30, 0.510,F1
95911, 9.16,   5.06,  1.33, 0.883,G8V
95912, 8.79,   2.71,  1.16, 0.303,A5
95913, 5.98,   3.13,  0.74, 1.638,K4/K5III
95914, 8.19,   5.48,  1.43, 0.467,F2V
95915, 8.42,   3.58,  0.66, 0.288,A5
95916, 8.22,   2.04,  0.98, 1.054,K0
95917, 6.37,   3.10,  0.50, 1.123,K2II-IIIcomp
95918, 8.99,   3.57,  1.35, 1.090,K1/K2III
95919,10.27,       ,      ,      ,
95920, 8.85,   4.65,  0.80, 0.290,F
95921, 8.41,   2.21,  1.03, 0.003,B9IV
95922, 7.09,   0.77,  1.43,-0.140,B5+...
95923, 6.70,   4.73,  0.66, 0.099,A2
95924, 7.67,   6.72,  0.64, 0.138,A2
95925, 6.87,   3.98,  0.79, 0.279,A3
95926, 7.28,   6.42,  1.26, 1.249,K0/K1III
95927, 7.18,   5.62,  0.57, 1.030,K0
95928, 5.55,   7.01,  0.46, 1.274,K1III
95929, 7.97,   1.93,  0.63, 1.218,K2
95930, 5.89,  16.87,  0.67, 0.915,K0III-IV
95931, 8.26,   0.42,  1.07,-0.093,B8
95932, 6.84,   4.00,  0.88, 0.990,G6III
95933, 8.33,   8.06,  1.54, 0.499,G0+...
95934, 9.24,   1.70,  1.01, 1.150,K0
95935, 7.28,   1.76,  1.00, 1.472,K3III
95936, 8.71,   5.49,  1.14, 1.426,K2/K3V
95937, 8.83,   5.00,  1.18, 0.475,F3V
95938, 7.31,   3.48,  0.92, 1.315,Kp
95939, 8.91,   2.01,  0.98, 0.511,F2
95940, 7.70,   1.04,  0.92, 1.267,K2/K3III
95941, 9.49,  14.45,  1.44, 0.630,K2
95942, 6.84,   8.48,  0.54, 1.113,K2
95943, 7.60,   7.45,  0.75, 0.328,F0V
95944, 8.08,   3.38,  0.76,-0.025,A0
95945,10.39,   4.78,  1.86, 1.484,M0e
95946, 8.54,  13.59,  1.72, 0.607,G0Vws
95947, 7.55,   5.37,  0.89, 0.090,A0
95948, 7.29,   1.25,  0.96, 0.125,B8
95949, 8.09,  11.62,  0.98, 0.456,F5V
95950, 8.86,   5.00,  1.59, 1.018,G8III
95951, 8.27,  21.01,  1.43, 0.637,G2V
95952, 7.45,   2.90,  1.00, 0.047,A0
95953, 9.52,   7.01,  1.70, 0.440,F2V
95954, 9.76,   6.48,  1.47, 0.528,F5IV
95955, 9.89,  11.30,  2.34, 0.770,G8V
95956, 8.65,   2.73,  0.68, 0.209,A0
95957, 9.63,  13.76,  1.66, 0.577,G3V
95958, 7.19,   0.84,  0.98, 1.583,K4III
95959, 7.61,   3.07,  1.01, 1.661,K2
95960, 9.85,   1.29,  1.42, 1.196,K2
95961, 6.95,  12.81,  0.95, 0.485,F2III
95962, 9.87,   3.61,  1.72, 0.527,G2V
95963, 8.26,  12.76,  0.68, 0.540,G0
95964, 8.02,   2.08,  1.16, 0.057,A2
95965, 8.22,   2.98,  0.69,-0.008,A0
95966, 4.74,   5.20,  0.55,-0.150,B3IV
95967, 7.50,   9.12,  1.14, 0.530,F5/F6V
95968, 8.59,   4.03,  1.23, 1.128,K0
95969, 8.87,   1.74,  1.28, 0.067,A0
95970, 8.45,   1.32,  1.19, 1.119,K1III
95971, 7.64,   6.03,  0.91, 0.052,A0
95972, 7.77,   1.56,  0.85, 1.659,M0III
95973, 8.68,   4.35,  1.03, 1.129,G8III
95974, 8.57,   3.18,  1.20, 0.089,A0
95975, 8.51,   9.13,  0.73, 0.460,F5
95976, 7.50,   4.32,  0.81, 1.351,K3III
95977, 9.64,   4.68,  3.67, 0.181,
95978, 8.10,   2.50,  1.04, 1.720,M1III
95979, 6.82,   2.99,  0.96, 1.470,M4III
95980, 8.86,   4.52,  2.34, 0.073,A0
95981, 8.68,   3.30,  2.32, 1.041,K0III
95982, 8.52,   2.47,  1.17, 0.991,K0
95983, 9.66,   5.91,  1.77, 0.480,F0V
95984, 9.85,  15.41,  1.43, 0.758,G5
95985, 6.80,   6.53,  0.93, 1.421,K2III
95986, 8.44,  20.50,  1.22, 0.805,G8IV
95987, 9.33,       ,      , 0.560,F8
95988,11.57,  14.09, 23.79,      ,
95989, 7.00,   4.18,  0.77,-0.016,B9III
95990, 8.20,   1.71,  0.69, 1.628,M...
95991, 8.05,  19.16,  0.63, 0.659,F8
95992, 8.97,   9.22,  1.14, 0.539,F8V
95993, 8.66,   3.58,  1.34, 1.198,G8III
95994, 8.94,   6.92,  1.06, 0.434,F3V
95995, 6.87,  12.61,  0.77, 0.456,F5V
95996,11.17,   1.05,  3.57, 1.065,Gp
95997, 7.52,   5.22,  0.89, 0.084,A0...
95998, 8.82,   6.54,  1.50, 0.932,G8IV
95999, 7.53,  55.50,  0.90, 0.922,K2V
96000, 8.17,   3.71,  1.21, 0.994,K0III
96001,10.19,   1.79,  1.57, 0.527,F2V
96002, 9.31,   6.51,  1.70, 0.713,G1IV/V
96003, 8.70,  12.95,  1.49, 0.609,K3III:
96004, 7.07,   2.69,  1.31, 0.139,A3IV
96005, 9.73,   4.68,  2.00, 0.080,A0V
96006, 7.04,   2.21,  1.17, 0.200,A0
96007, 8.81,   3.64,  1.63, 0.456,F2IV
96008, 8.46,   6.54,  1.42, 1.153,K0III
96009, 6.48,  23.85,  0.98, 0.526,F6V
96010, 7.19,   7.52,  1.03, 0.243,A6m...
96011, 8.58,  -0.05,  1.06, 0.064,B8
96012, 7.91,   6.76,  0.74, 0.225,A0
96013,10.21,   5.84,  2.33, 0.487,G
96014, 4.67, 173.41,  0.46, 0.786,K0V
96015,10.63,  -0.71,  2.10, 0.051,F0
96016, 7.53,   2.95,  1.06, 0.961,G8III
96017, 9.78,  11.72,  1.75, 0.767,G3V
96018, 8.77,   1.13,  0.77, 0.167,A0
96019, 9.75,   8.74,  1.45, 0.671,G5V
96020, 8.55,   2.85,  0.90, 0.421,F2
96021, 7.67,   6.52,  1.05, 0.415,Fm
96022,12.25,       ,      ,      ,
96023, 7.88,   4.49,  1.04, 0.238,A2IV
96024, 8.17,  10.44,  1.07, 0.518,F7Vws
96025, 6.58,   4.25,  0.98, 1.551,M4III
96026, 9.87,   2.28,  0.86, 0.250,A9
96027, 8.69,  45.34,  1.43, 1.088,K3/K4V
96028, 8.56,   3.05,  1.14, 1.014,G8III
96029, 9.37,   6.93,  1.48, 0.390,B5
96030, 9.58,   3.94,  1.56, 0.630,A0
96031, 9.47,   0.56,  1.24, 1.405,K5III
96032, 8.60,  11.41,  0.99, 0.682,G5V
96033, 9.48,   9.66,  1.63, 0.669,G3V
96034, 8.11,   6.65,  1.27, 0.480,F2
96035,10.42,  43.86,  1.92, 1.406,M1
96036, 8.52,   4.99,  1.28, 0.915,G5
96037, 8.30,   1.03,  1.12, 1.040,K0
96038, 7.14,  38.38,  1.09, 0.675,K0+...
96039, 8.28,   3.96,  0.69, 0.204,B9
96040, 8.74,   1.70,  1.20, 1.442,K2
96041, 9.09,   3.61,  1.25, 0.066,B8
96042, 7.83,   7.86,  0.75, 0.463,F5V
96043, 7.94,   3.82,  0.67, 1.020,K0
96044, 9.80,   3.99,  1.86,-0.075,B1/B2II
96045, 8.81,   2.34,  0.84, 0.941,K0
96046, 7.51,   2.08,  0.82, 0.997,K0II
96047, 9.18,   4.72,  1.39, 0.305,B9
96048, 9.61,   3.09,  1.94, 0.374,A7III/IV
96049, 8.41,   2.94,  1.26, 1.147,K0III
96050, 8.95,   2.35,  0.74, 0.944,K0
96051, 7.77,   4.03,  0.77, 0.188,A2
96052, 7.11,   8.19,  2.48, 0.700,K1III
96053, 7.65,   8.29,  1.17, 0.350,F0IV/V
96054, 8.57,   1.67,  1.18, 1.551,K4III
96055, 5.76,   8.05,  0.74, 0.300,Am
96056, 9.41,  11.76,  1.70, 0.690,G5V
96057, 6.70,   7.44,  0.64, 0.450,F5V
96058, 8.73,  15.45,  1.61, 0.564,F7/F8V
96059, 7.80,   4.29,  0.63,-0.080,B9
96060, 9.06,   6.84,  0.81, 0.506,F0
96061, 8.72,   1.89,  1.24, 1.500,K5
96062, 9.14,   6.87,  1.31, 0.502,F6V
96063, 8.22,   3.38,  0.65, 1.280,K5
96064, 8.00,  -0.03,  1.22, 1.894,K3III
96065, 8.93,   8.20,  1.43, 0.510,F2V
96066, 8.11,   2.54,  0.69, 0.950,K0III
96067, 7.79,   3.99,  0.95, 0.095,A2V
96068, 6.76,   2.52,  0.97, 1.600,K5III
96069, 9.22,   7.40,  1.71, 0.644,G2V
96070, 9.29,   2.46,  1.32, 0.155,B9
96071, 9.16,   3.10,  1.30, 0.456,F3IV/V
96072, 8.59,   0.32,  1.10, 0.001,A0
96073, 6.61,   1.61,  0.90, 1.851,M5III
96074, 8.67,  16.90,  1.19, 0.653,G5V
96075, 7.58,   6.77,  0.57, 0.113,A2
96076, 8.14,   3.16,  1.04, 0.007,A0
96077, 7.81,   2.54,  0.58,-0.018,A0p
96078, 6.30,   2.71,  0.54, 1.580,K4III
96079, 8.01,   9.31,  0.95, 0.518,F7IV-V
96080, 7.78,   5.28,  1.01, 0.085,A0
96081, 8.51,   4.05,  1.12, 0.041,B9
96082, 8.18,   9.74,  0.95, 0.375,F0IV
96083, 8.01,   9.41,  1.03, 0.513,F5V
96084,10.00,   7.29,  2.39, 0.504,F5V
96085, 7.31,   7.22,  1.13, 0.292,A5p+...
96086,10.10,   1.68,  1.75, 1.290,Gp
96087, 8.59,   2.29,  1.06, 0.150,A0
96088, 8.24,   2.60,  0.76,-0.023,A0
96089,10.44,   7.37,  2.91, 0.659,G0
96090, 7.66,   1.84,  1.04, 1.624,M2III
96091, 9.00,   3.12,  0.99, 0.290,A8...
96092, 5.59,   7.47,  0.86,-0.020,A0p
96093, 8.16,   1.51,  0.70, 0.801,K0
96094, 8.19,   6.10,  1.16, 0.598,G0
96095, 9.88,   6.67,  1.38, 0.523,G0V
96096, 8.90,   4.30,  1.39, 0.644,F3V
96097, 6.89,  49.61,  0.94, 0.745,G5V
96098, 7.81,  22.52,  1.03, 0.654,G0
96099, 6.62,  31.29,  0.62, 0.595,G0V
96100, 8.40,  15.04,  0.92, 0.516,F7/F8V
96101, 7.61,   4.61,  1.05, 1.150,K0III
96102, 8.34,   3.81,  0.68, 1.025,G5
96103, 7.35,   7.66,  0.65, 0.331,A3
96104, 9.45,   3.50,  1.60, 0.499,F5V
96105, 8.61,  17.48,  1.09, 0.605,G0V
96106,10.13,  12.85,  1.93, 0.673,
96107, 8.09,   2.96,  2.67, 0.390,A5
96108, 7.86,   0.89,  0.71, 1.292,K0
96109, 6.61,   7.76,  0.57, 0.113,A3Vn
96110, 6.98,   1.64,  0.92, 0.006,B0.5IV
96111, 9.65,   7.23,  1.52, 0.700,F2
96112, 6.00,   2.23,  0.49, 1.545,M4.5III
96113, 6.94,   4.51,  1.05, 0.039,A0IV/V
96114, 7.68,   3.36,  0.62, 0.923,G5
96115, 7.86,   7.22,  0.65, 0.220,A2
96116, 7.73,   4.39,  1.04, 1.257,K2
96117, 8.26,   2.14,  0.69, 1.340,K0
96118, 6.35,   3.80,  0.90, 1.471,M8V
96119, 7.44,   1.37,  0.90,-0.099,A0
96120, 7.55,   4.73,  0.61, 1.026,K0
96121, 7.98,   3.30,  0.64, 0.120,A2
96122, 9.09,   1.19,  1.22, 1.457,K2
96123, 7.41,   5.72,  0.87, 0.176,A4:Vs
96124, 9.20,  -0.10,  0.83,-0.078,B8
96125, 8.26,   0.44,  0.98, 1.185,K1III
96126, 8.19,   0.11,  1.01, 1.300,K1IIICN...
96127, 9.93,   9.87,  2.25, 0.645,G6:V+...
96128, 6.87,   4.73,  0.56, 0.950,K0
96129, 9.71, -10.44,  4.75, 0.264,A2
96130, 9.06,  -4.07,  2.44, 0.174,A2
96131, 8.17,   1.05,  2.51, 1.059,K1III+(F)
96132, 8.24,   3.74,  1.23, 1.015,K0
96133, 8.48,  12.76,  1.08, 0.474,F5
96134, 7.06,   5.04,  0.77, 0.267,Am
96135, 8.47,   4.32,  1.17, 0.099,A1V
96136, 7.91,   5.01,  0.60, 0.136,A3
96137, 8.06,   5.15,  1.24, 1.454,K2III
96138, 8.83,  23.98,  1.23, 0.800,G5
96139, 7.38,   3.15,  0.90, 1.315,K2III
96140, 7.94,   2.93,  0.93, 0.725,F7V
96141, 8.77,   5.16,  1.28, 0.061,A2
96142, 9.92,   2.17,  1.94, 0.484,B8
96143, 4.45,  29.50,  0.78, 1.176,K3III
96144, 9.28,   5.62,  2.30, 0.600,F5V
96145, 7.00,   0.44,  0.83, 1.403,K3III
96146, 9.19,   1.40,  1.63, 0.991,G8II
96147, 8.44,   1.90,  1.28, 1.654,M1III
96148, 5.89,   7.49,  0.88, 0.105,A5IV-III
96149, 9.02,   8.47,  1.31, 0.517,F5V
96150, 9.16,   2.49,  1.31, 1.136,K0IV
96151, 7.78,   3.62,  1.10, 0.074,A1/A2IV/V
96152, 8.15,   3.49,  1.14, 1.424,K2/K3III
96153, 9.77,  11.65,  1.79, 0.599,G5V
96154,10.11,  20.28,  1.82, 1.010,K3V
96155, 6.89,   1.22,  0.89,-0.018,A0
96156, 7.98,   4.36,  0.86,-0.046,B9
96157, 7.89,   1.10,  1.18, 1.163,K2IIICN...
96158, 8.94,   2.09,  0.83, 1.107,K0
96159, 7.07,   1.19,  0.90, 1.780,M1III
96160, 8.66,   1.95,  0.82, 1.369,K7
96161, 8.54,   5.42,  1.04, 1.052,K0IV
96162, 7.59,   3.28,  0.95, 0.548,F2V
96163, 8.55,   2.49,  1.16, 0.141,A0V
96164, 8.78,   9.57,  1.38, 0.757,G6V
96165, 7.78,   1.48,  0.60, 0.086,A0
96166, 6.68,   7.10,  0.52,-0.008,A0
96167, 7.99,   2.95,  0.89, 0.180,A5/A6IV
96168, 7.01,   1.99,  0.83,-0.031,B3III
96169, 7.05,   0.21,  0.92, 2.985,C
96170, 7.16,   3.99,  0.91,-0.046,B9
96171, 8.19,   8.08,  2.38, 0.524,F5
96172, 5.71,  39.08,  0.47, 0.475,F7V
96173, 9.48,   9.18,  1.87, 0.692,G1V
96174, 8.84,   2.85,  1.32, 0.194,A1V
96175, 9.22,   1.45,  1.35, 0.100,B8V
96176, 9.10,   2.80,  1.23, 0.913,G5III
96177, 8.30,   4.33,  1.34, 1.077,K1III
96178, 6.70,  15.19,  0.67, 0.428,F5V
96179, 7.73,  20.34,  0.91, 0.614,G3V
96180, 8.72,   0.83,  1.23, 0.026,A0
96181, 8.10,   4.45,  1.14, 1.203,K1IIICN...
96182, 8.66,   4.28,  1.15, 0.270,A5
96183, 8.69,   2.29,  1.31, 1.330,K0
96184, 8.69,   3.97,  1.17, 0.219,A0
96185, 9.37,   0.37,  1.53, 0.280,B9
96186, 7.92,   2.32,  0.97, 1.047,K0III
96187, 8.91,  16.52,  1.49, 0.680,G6V
96188, 6.51,   1.70,  0.95, 1.677,K4/K5III
96189, 5.00,   5.36,  0.65,-0.093,B8IIIn
96190, 8.17,   5.69,  0.92, 0.287,A9V
96191, 9.93,   1.39,  1.01, 0.296,F0
96192, 8.37,   1.99,  1.08, 1.083,K2
96193, 8.87,   2.79,  0.87, 0.456,F2
96194, 7.31,   4.58,  1.44, 0.873,G5
96195, 8.20,   2.52,  1.15, 0.023,A0
96196, 7.06,   2.80,  0.96, 0.974,K0
96197, 8.78,   3.52,  0.86, 0.429,F5
96198, 8.28,   6.34,  1.08, 0.445,F5IV/V
96199, 9.35,  69.09,  1.65, 1.390,K5
96200, 6.79,  10.94,  0.56, 0.256,A9V
96201, 8.78,  16.46,  1.92, 1.000,K0V
96202, 5.34,   6.37,  0.47, 0.060,A2V
96203, 9.34,  13.67,  1.26, 0.835,G8V
96204, 8.16,  -0.18,  1.31,-0.024,B9V
96205, 9.35,   3.10,  1.94, 0.078,A0V
96206, 6.64,   6.06,  0.50,-0.034,A0p
96207, 9.18,   6.60,  1.46, 0.612,F3V
96208,10.00,  -1.63,  2.37,-0.013,WC...
96209, 7.35,   5.49,  0.87, 1.141,K0
96210, 7.23,   3.42,  0.59, 1.060,G5
96211, 6.47,   6.05,  0.51, 1.326,K2
96212, 8.70,   2.93,  0.74, 1.120,K0
96213, 9.32,   1.96,  1.12, 0.503,F5
96214, 9.51,   5.03,  1.25,      ,F8
96215, 9.30,   8.26,  1.38, 0.425,F2
96216, 5.39,   6.06,  0.58, 0.581,A0V+...
96217, 8.05,   4.76,  1.13, 0.260,A5V
96218, 8.56,   1.53,  1.16, 1.310,K3III
96219, 8.56,   2.22,  1.05,-0.001,A0
96220, 8.15,  12.21,  0.64, 0.452,F8
96221,11.10,   2.49,  2.49, 1.230,
96222, 7.91,  23.69,  1.13, 0.670,G5
96223, 8.34,   0.05,  1.22, 1.690,M0III
96224, 6.64,   3.10,  0.60, 1.567,M0
96225, 8.46,  10.12,  0.81, 0.513,F7/F8V
96226, 8.76,   1.72,  1.34, 0.937,G5
96227, 6.74,  15.49,  0.75, 0.290,A3
96228, 6.63,   6.10,  0.64, 1.042,K0III
96229, 8.38,   3.12,  2.23, 0.574,F2V
96230, 6.39,   8.92,  0.51, 1.122,K0
96231, 7.93,   5.03,  1.30, 0.205,A0
96232, 7.60,   6.48,  1.02, 0.486,F2
96233, 7.71,   2.19,  1.12,-0.062,B9V
96234, 8.86,   2.63,  1.26, 1.255,K2III
96235, 8.30,   9.89,  0.93, 0.552,F8
96236, 9.06,   2.95,  1.56, 1.275,K1III/IV
96237, 8.85,   2.31,  0.84, 1.416,K7
96238, 8.10,   3.30,  0.81, 1.023,K
96239, 9.14,   2.18,  1.37, 1.105,K0
96240, 7.91,   9.40,  0.97, 0.383,F2V
96241,10.38,  35.76,  2.86, 1.460,
96242, 5.12,   7.34,  0.76, 1.122,G8III
96243, 7.48,   8.23,  0.79, 0.122,A2
96244, 6.82,   1.83,  0.84, 1.652,K7III
96245, 7.41,   3.51,  0.99, 0.080,B9
96246, 7.99,  12.64,  0.66, 0.898,G5
96247, 9.26,  12.60,  1.34, 0.565,G3V
96248, 9.02,  10.09,  2.35, 0.682,G6V
96249, 7.89,  28.22,  0.98, 0.648,G3V
96250, 6.97,   3.62,  0.88, 1.046,K0
96251, 7.84,   3.73,  0.65, 1.036,K2
96252, 8.56,  -1.34,  0.77,-0.060,
96253, 8.55,   4.64,  2.02, 0.290,A8/A9V
96254, 8.08,   1.12,  0.70,-0.092,A
96255, 4.88,   8.19,  0.85, 1.096,G9III
96256, 8.44,   3.22,  1.07, 0.440,A2
96257, 9.70,   3.19,  0.95, 0.175,A0
96258, 9.79,  12.43,  0.89, 0.600,G8
96259, 8.16,  22.65,  1.12, 0.672,G3IV/V
96260, 8.73,   5.82,  1.41, 0.553,F8V
96261, 8.48,   0.89,  0.74, 1.605,M0
96262, 7.14,   3.63,  0.60,-0.100,B8
96263,10.67,   7.65,  2.35,      ,G2Vvar
96264, 7.03,   2.35,  0.54, 1.372,M5III:
96265, 6.37,  23.79,  0.79, 0.414,F6IV
96266, 8.55,   5.90,  1.39, 0.967,G6/G8III
96267, 6.55,   2.85,  0.80, 1.134,K0
96268, 9.17,   2.60,  2.29, 0.177,A0V
96269, 9.77,   6.85,  2.11, 0.468,F2/F3V
96270, 6.32,   9.18,  0.90, 1.124,K0
96271, 8.17,   1.08,  0.70, 1.629,K5
96272, 8.34,   2.40,  1.16, 1.221,K1III
96273, 7.38,   7.51,  0.56, 0.283,F0
96274, 8.28,   4.35,  1.23,-0.005,B8V
96275, 7.24,   2.70,  1.03, 1.074,G8III
96276, 7.46,   1.79,  0.66,-0.162,B2V
96277, 7.65,   2.63,  0.59, 0.065,A0
96278, 8.52,   2.72,  0.85,-0.140,B8
96279, 6.27,   9.41,  0.89, 1.089,K0III
96280, 7.61,   5.18,  0.90, 0.162,B9
96281,10.10,   7.70,  2.08, 0.546,F3V
96282, 8.31,   5.32,  1.15, 1.167,G5
96283, 8.72,   3.76,  1.18, 0.943,G8V
96284, 6.74,  31.60,  1.10, 0.557,G1V
96285, 7.91,   5.90,  0.85, 0.351,A3
96286, 8.02,   2.42,  1.00, 0.005,B9
96287, 7.86,   5.91,  0.95, 0.060,A0
96288, 9.42,  14.45,  1.84, 0.651,G8V
96289, 8.76,   4.38,  1.44, 1.014,G8III
96290, 8.12,  10.17,  1.05, 0.463,F5
96291, 7.80,   5.71,  0.86, 0.362,F2
96292,10.01,   7.37,  1.63, 0.960,G3
96293, 8.83,  13.44,  1.38, 0.663,G2V
96294, 9.13,   5.50,  1.82, 0.442,G5
96295, 7.62,  12.15,  0.91, 0.500,F6/F7V
96296, 8.32,   1.10,  1.37, 1.174,K0III
96297, 8.09,   1.95,  1.05, 0.158,B9
96298, 8.63,   1.35,  0.80, 1.155,K5
96299,10.50,   3.17,  2.33, 0.448,A9III/IV
96300, 7.61,   0.43,  0.92,-0.016,B5
96301, 6.03,   4.42,  0.55,-0.080,B8Vn
96302, 8.35,   1.94,  1.01, 0.128,A0
96303, 9.65,   1.71,  1.54, 1.240,G8IV
96304, 8.13,   0.39,  0.69, 1.673,K5
96305, 8.92,   5.50,  1.39, 0.492,F3:+...
96306, 6.99,  15.38,  0.95, 0.503,F5
96307, 8.88,  11.78,  1.68, 0.540,F5/F6V
96308, 9.09,   6.16,  1.39, 0.543,F7/F8V
96309, 6.73,  41.24,  0.49, 0.636,G0
96310, 6.47,   5.35,  0.50, 1.034,G9III
96311, 8.18,   0.83,  1.25, 0.725,B8Ia
96312, 7.73,   4.20,  1.69, 0.180,A5V
96313, 6.71,   4.22,  0.91, 1.395,M4/M5III
96314, 8.70,   3.80,  1.11, 0.310,B9
96315, 8.91,   4.33,  1.26, 0.113,A0
96316, 7.55,  25.56,  1.01, 0.675,G5
96317,10.38,   5.83,  1.88, 0.501,F3V
96318, 7.16,   2.15,  0.94, 0.299,A2
96319, 8.40,   1.46,  0.98, 0.130,A0
96320, 5.64,  11.23,  0.90, 0.185,A1m...
96321, 9.13,   2.19,  2.22, 0.701,F5V
96322, 7.93,   5.49,  1.08, 0.053,A0V
96323, 8.02,   2.75,  1.17, 0.497,F3III
96324, 8.25,  17.28,  1.13, 0.574,G5
96325, 7.45,   5.16,  0.65, 1.180,K2III-IV
96326, 8.93,   2.23,  1.09, 0.364,F0V
96327, 8.26,   8.80,  1.02, 0.321,A5
96328,10.79,       ,      , 0.838,
96329, 6.75,   0.28,  0.59, 1.520,K2
96330, 6.70,   6.10,  0.85, 0.082,A3V
96331, 6.33,   5.71,  0.76,-0.059,B9sp...
96332, 7.18,   3.70,  0.95, 1.544,K4III
96333, 8.22,   4.45,  0.71, 0.288,A2
96334, 6.72,   2.00,  0.85, 1.419,K2
96335, 8.25,   2.52,  1.27, 1.678,K5
96336, 8.76,   0.41,  1.30, 1.011,K0III
96337, 6.62,   3.67,  1.30, 1.084,G8III
96338, 8.77,   5.46,  1.36, 0.334,A7IV/V
96339,10.21,  20.65,  2.07, 1.163,K7
96340, 8.46,  22.20,  0.81, 0.774,G8IV/V
96341, 9.18,  13.51,  1.34, 0.660,G0
96342, 6.37,   9.22,  0.83, 1.045,K0II-III
96343,10.15,   1.25,  0.94, 1.448,M6
96344, 7.32,   3.30,  0.62,-0.089,B8
96345,11.23,   3.16,  3.59, 1.095,K3V
96346, 9.39,   8.08,  1.33, 0.870,K0III
96347,10.51,   9.08,  2.70, 0.544,F5
96348, 7.12,  19.20,  0.90, 0.531,F8
96349, 8.40,   1.32,  1.14, 1.678,K5
96350, 8.23,   2.10,  1.11, 1.049,K0
96351, 9.35,   8.96,  1.28, 0.475,F5V
96352, 7.53,   6.92,  1.08, 1.458,K4/K5III
96353, 8.69,   2.89,  1.36, 0.156,A0
96354, 6.13,  13.60,  0.81, 0.273,F0V
96355, 4.49,  53.78,  0.47, 0.395,F4V
96356, 7.53,   3.67,  0.55, 0.011,A0
96357, 8.52,   1.01,  1.55, 0.090,A0
96358, 8.97,  -0.91,  1.22, 0.076,A1IV
96359, 8.89,   1.76,  1.26, 1.541,K3III
96360, 8.57,   1.34,  1.12, 0.163,A2...
96361, 9.16,  13.19,  1.28, 0.654,G5
96362, 7.45,   2.71,  0.99, 0.094,A0
96363, 6.60,   3.79,  0.52, 1.476,K5
96364, 9.80,   6.98,  1.62, 0.432,F5V
96365, 7.88,   5.31,  1.09, 0.238,A2
96366, 8.00,   2.04,  0.77, 0.087,A3
96367, 6.90,   3.78,  0.97,-0.059,B4III
96368, 9.08,   1.60,  1.30, 1.457,K0
96369,10.29,   0.08,  1.67, 0.446,F2/F3V
96370, 8.85,  13.31,  1.12, 0.711,G5
96371, 7.00,   2.91,  0.60, 1.450,K2
96372, 7.01,   0.59,  0.77, 1.197,F8IV
96373, 5.17,  24.64,  0.49, 0.928,K0III
96374, 9.03,   5.51,  1.42, 0.991,G8III
96375, 8.43,   4.74,  1.34, 0.997,K0III
96376, 8.54,   3.27,  1.03, 0.008,B9IV/V
96377, 8.16,   4.20,  1.19, 0.248,A2
96378, 8.33,   1.58,  1.14, 1.093,K0
96379, 4.59,  17.24,  0.89,-0.075,B8/B9V
96380, 7.72,   6.29,  0.95,-0.017,A0
96381, 7.77,   3.44,  0.90, 1.215,K1III:
96382, 4.36,  10.61,  0.94,-0.079,B5III
96383, 7.60,   6.07,  1.08, 0.170,A2
96384, 8.17,   3.59,  1.12, 1.188,K5
96385, 8.38,  32.98,  1.79, 1.011,K2V
96386, 8.31,   2.01,  1.57, 0.986,K0III
96387, 9.24,   6.65,  1.49, 0.579,F7V
96388, 9.43,   5.34,  1.43, 0.620,G1/G2V
96389, 8.01,   5.82,  0.99, 0.519,Fm
96390, 8.03,   9.98,  1.05, 0.524,F7V
96391, 8.85,   1.11,  0.93,-0.061,B9
96392, 9.14,   2.04,  0.83, 1.321,G5
96393, 6.77,   3.34,  0.84, 1.549,K0
96394, 7.64,   2.93,  0.69,-0.084,B9
96395, 8.19,   3.69,  1.11, 0.188,A0
96396, 5.98,   2.86,  0.82, 0.881,G0Ib
96397, 4.93,   2.24,  0.81,-0.046,B0.5III
96398, 9.08,   2.30,  1.48, 1.015,G8III
96399, 8.24,   3.08,  1.22, 0.019,B9
96400, 9.65,  15.12,  2.27, 0.741,G6/G8
96401, 9.17,  13.75,  1.55, 0.900,G8/K1(V)+(F)
96402, 7.68,   2.33,  1.12, 1.024,G8III
96403, 9.05,   3.06,  0.73, 0.959,K0
96404, 9.60,  12.09,  1.58, 0.696,G5
96405, 6.51,   2.59,  0.53,-0.127,B5II-III
96406, 8.78,   0.87,  0.95, 0.157,A0
96407, 9.41,  16.17,  2.12, 0.788,K0
96408, 8.37,   8.72,  1.11, 0.554,F6/F7V
96409, 7.05,   3.63,  0.86, 0.065,B8III/IV
